SalesDate,Region,Cust_Type,Customer,Buz_Segt,Category,Model,Model_Color,ListPrice,OrderQty,Gross Sales Amt,Disc %
19-Mar-20,Australia,Gold,Popular Bike Lines,Accessories,Helmets,Sport-100,Black,35,5,175,12%
19-Mar-20,Canada,Gold,Metal Processing Company,Clothing,Vests,Classic Vest,Blue,64,1,64,2%
19-Mar-20,Canada,Silver,Home Town Bike Store,Components,Bottom Brackets,HL Bottom Bracket,,121,1,121,0%
20-Mar-20,United States,Silver,Futuristic Sport Distributors,Clothing,Bib-Shorts,Men's Bib-Shorts,Multi,90,2,180,5%
20-Mar-20,Canada,Gold,Sundry Sporting Goods,Accessories,Locks,Cable Lock,,25,4,100,2%
20-Mar-20,United States,Gold,Paint Supply,Components,Derailleurs,Front Derailleur,Silver,91,3,273,12%
21-Mar-20,United States,Silver,Discount Tours,Clothing,Tights,Women's Tights,Black,75,5,375,5%
21-Mar-20,United Kingdom,Silver,Uttermost Bike Shop,Accessories,Locks,Cable Lock,,25,5,125,10%
21-Mar-20,United States,Platinum,Permanent Finish Products,Components,Derailleurs,Rear Derailleur,Silver,121,5,605,15%
21-Mar-20,Germany,Gold,Functional Store South,Components,Bottom Brackets,HL Bottom Bracket,,121,1,121,1%
22-Mar-20,United Kingdom,Gold,Tachometers and Accessories,Components,Pedals,HL Mountain Pedal,Silver/Black,81,1,81,24%
22-Mar-20,Canada,Gold,Family's Favorite Bike Shop,Clothing,Shorts,Women's Mountain Shorts,Black,70,2,140,2%
22-Mar-20,United States,Silver,Certified Bicycle Supply,Accessories,Bottles and Cages,Water Bottle,,5,1,5,5%
22-Mar-20,United States,Gold,Riders Company,Clothing,Socks,Racing Socks,White,9,8,72,12%
23-Mar-20,United States,Gold,Another Bicycle Company,Components,Cranksets,LL Crankset,Black,175,2,350,12%
23-Mar-20,Canada,Silver,Top Bike Market,Clothing,Vests,Classic Vest,Blue,64,4,256,0%
24-Mar-20,United States,Platinum,Metro Bike Mart,Clothing,Socks,Mountain Bike Socks,White,10,2,20,15%
24-Mar-20,Canada,Gold,Vigorous Exercise Company,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,11,1320,2%
24-Mar-20,France,Silver,The Bike Outlet,Components,Cranksets,LL Crankset,Black,175,1,175,5%
24-Mar-20,Australia,Silver,Fitness Discount Store,Components,Derailleurs,Front Derailleur,Silver,91,1,91,5%
24-Mar-20,United States,Silver,Glossy Bikes,Accessories,Bottles and Cages,Water Bottle,,5,9,45,5%
24-Mar-20,Canada,Silver,Consolidated Messenger,Accessories,Helmets,Sport-100,Black,35,6,210,0%
24-Mar-20,Canada,Silver,Transportation Options,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,0%
25-Mar-20,United States,Silver,Famous Bike Sales and Service,Clothing,Tights,Women's Tights,Black,75,2,150,5%
25-Mar-20,France,Silver,Metro Sports Equipment,Components,Saddles,LL Mountain Seat/Saddle 2,,27,1,27,5%
25-Mar-20,Germany,Gold,Rodeway Bike Store,Components,Handlebars,HL Mountain Handlebars,,120,1,120,1%
26-Mar-20,United States,Silver,Discount Tours,Accessories,Cleaners,Bike Wash,,8,9,72,5%
26-Mar-20,United States,Silver,Painters Bicycle Specialists,Accessories,Cleaners,Bike Wash,,8,3,24,5%
26-Mar-20,United Kingdom,Gold,Riding Cycles,Accessories,Helmets,Sport-100,Blue,35,4,140,24%
27-Mar-20,United States,Platinum,Metro Bike Works,Bikes,Mountain Bikes,Mountain-200,Silver,2320,2,4640,15%
27-Mar-20,United States,Silver,Solid Bike Parts,Components,Wheels,HL Road Rear Wheel,Black,357,2,714,5%
27-Mar-20,United Kingdom,Gold,Riding Cycles,Accessories,Tires and Tubes,Patch kit,,2,2,4,24%
27-Mar-20,United States,Silver,Safe Cycles Shop,Components,Bottom Brackets,HL Bottom Bracket,,121,2,242,5%
27-Mar-20,United States,Silver,Eastside Department Store,Clothing,Vests,Classic Vest,Blue,64,4,256,5%
28-Mar-20,Canada,Silver,Commuter Bicycle Store,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,1,120,0%
28-Mar-20,United States,Gold,Front Runner Bikes,Accessories,Cleaners,Bike Wash,,8,4,32,12%
28-Mar-20,Australia,Gold,Nationwide Supply,Accessories,Hydration Packs,Hydration Pack,Silver,55,13,715,12%
28-Mar-20,Canada,Silver,Petroleum Products Distributors,Accessories,Cleaners,Bike Wash,,8,10,80,0%
28-Mar-20,Canada,Silver,Petroleum Products Distributors,Components,Handlebars,HL Touring Handlebars,,92,1,92,0%
29-Mar-20,United States,Silver,Eastside Department Store,Components,Pedals,ML Road Pedal,Silver/Black,62,3,186,5%
29-Mar-20,United States,Silver,Extraordinary Bike Works,Components,Saddles,HL Mountain Seat/Saddle 2,,53,2,106,5%
29-Mar-20,United States,Silver,Fourth Bike Store,Clothing,Caps,Cycling Cap,Multi,9,2,18,5%
30-Mar-20,United States,Gold,Eastside Sporting Goods,Clothing,Shorts,Men's Sports Shorts,Black,60,1,60,12%
30-Mar-20,United States,Platinum,Larger Cycle Shop,Accessories,Tires and Tubes,Patch kit,,2,10,20,15%
30-Mar-20,United States,Gold,Finer Mart,Bikes,Touring Bikes,Touring-1000,Blue,2384,1,2384,12%
01-Apr-20,United States,Silver,Paints and Solvents Company,Components,Derailleurs,Front Derailleur,Silver,91,2,182,5%
01-Apr-20,United States,Gold,Bike World,Components,Pedals,LL Mountain Pedal,Silver/Black,40,1,40,12%
01-Apr-20,Canada,Platinum,Rural Cycle Emporium,Components,Saddles,LL Mountain Seat/Saddle 2,,27,3,81,8%
01-Apr-20,Australia,Gold,Nationwide Supply,Components,Pedals,Touring Pedal,Silver/Black,81,3,243,12%
01-Apr-20,United States,Platinum,Roving Sports,Components,Pedals,HL Road Pedal,Silver/Black,81,2,162,15%
01-Apr-20,United States,Platinum,Larger Cycle Shop,Accessories,Bottles and Cages,Water Bottle,,5,12,60,15%
01-Apr-20,United States,Gold,Moderately-Priced Bikes Store,Clothing,Shorts,Women's Mountain Shorts,Black,70,1,70,12%
01-Apr-20,France,Silver,Spa and Exercise Outfitters,Accessories,Cleaners,Bike Wash,,8,7,56,5%
01-Apr-20,Germany,Gold,Bicycle Exporters,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,3,360,1%
01-Apr-20,United States,Gold,Small Cycle Store,Accessories,Cleaners,Bike Wash,,8,1,8,12%
01-Apr-20,United States,Gold,Grand Sport Boutique,Accessories,Cleaners,Bike Wash,,8,3,24,12%
01-Apr-20,United States,Silver,Safe Cycles Shop,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,4,480,5%
02-Apr-20,Canada,Gold,Tire Exchange,Accessories,Cleaners,Bike Wash,,8,4,32,2%
02-Apr-20,France,Silver,Wheels Inc.,Components,Road Frames,HL Road Frame,Red,1432,1,1432,5%
02-Apr-20,Canada,Silver,Petroleum Products Distributors,Components,Saddles,LL Touring Seat/Saddle,,27,2,54,0%
02-Apr-20,United States,Silver,Paints and Solvents Company,Clothing,Gloves,Half-Finger Gloves,Black,24,7,168,5%
02-Apr-20,Germany,Silver,Next Door Cycles,Components,Touring Frames,LL Touring Frame,Yellow,333,3,999,0%
02-Apr-20,Canada,Gold,Farthest Bike Store,Components,Saddles,HL Touring Seat/Saddle,,53,1,53,2%
02-Apr-20,United States,Silver,Extreme Toy Store,Components,Bottom Brackets,HL Bottom Bracket,,121,1,121,5%
02-Apr-20,Australia,Platinum,Inexpensive Parts Shop,Clothing,Shorts,Women's Mountain Shorts,Black,70,3,210,18%
02-Apr-20,United States,Silver,Excellent Riding Supplies,Clothing,Socks,Racing Socks,White,9,5,45,5%
03-Apr-20,United States,Gold,Tire Company,Bikes,Road Bikes,Road-650,Red,783,1,783,12%
03-Apr-20,United States,Silver,Thorough Parts and Repair Services,Clothing,Caps,Cycling Cap,Multi,9,2,18,5%
03-Apr-20,United States,Silver,Commendable Bikes,Components,Road Frames,HL Road Frame,Red,1432,1,1432,5%
03-Apr-20,United Kingdom,Gold,Bulk Discount Store,Accessories,Locks,Cable Lock,,25,4,100,24%
03-Apr-20,Canada,Silver,Commuter Bicycle Store,Components,Bottom Brackets,HL Bottom Bracket,,121,1,121,0%
03-Apr-20,Australia,Gold,Liquidation Sales,Components,Brakes,Front Brakes,Silver,107,1,107,12%
03-Apr-20,France,Silver,Spa and Exercise Outfitters,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,10,1200,5%
03-Apr-20,United States,Silver,Travel Sports,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,3,360,5%
03-Apr-20,United States,Gold,Unified Sports Company,Components,Saddles,ML Mountain Seat/Saddle 2,,39,1,39,12%
03-Apr-20,Canada,Silver,General Department Stores,Components,Pedals,HL Mountain Pedal,Silver/Black,81,2,162,0%
03-Apr-20,United States,Silver,Valley Bicycle Specialists,Components,Handlebars,LL Mountain Handlebars,,45,1,45,5%
03-Apr-20,France,Silver,Metro Sports Equipment,Components,Cranksets,HL Crankset,Black,405,2,810,5%
03-Apr-20,United Kingdom,Gold,Riding Cycles,Accessories,Hydration Packs,Hydration Pack,Silver,55,10,550,24%
03-Apr-20,United States,Gold,Professional Sales and Service,Accessories,Cleaners,Bike Wash,,8,10,80,12%
03-Apr-20,United States,Silver,Finer Parts Shop,Components,Handlebars,ML Mountain Handlebars,,62,1,62,5%
03-Apr-20,United States,Gold,Extreme Riding Supplies,Components,Handlebars,HL Touring Handlebars,,92,1,92,12%
03-Apr-20,United States,Gold,Finish and Sealant Products,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,12%
04-Apr-20,United States,Gold,Rental Bikes,Bikes,Road Bikes,Road-650,Red,783,4,3132,12%
04-Apr-20,United States,Gold,Grand Sport Boutique,Accessories,Helmets,Sport-100,Black,35,1,35,12%
04-Apr-20,Australia,Silver,Ideal Components,Bikes,Touring Bikes,Touring-2000,Blue,1215,3,3645,5%
04-Apr-20,United States,Silver,Paints and Solvents Company,Accessories,Hydration Packs,Hydration Pack,Silver,55,4,220,5%
04-Apr-20,United States,Silver,Glossy Bikes,Clothing,Caps,Cycling Cap,Multi,9,8,72,5%
04-Apr-20,United Kingdom,Gold,Riding Cycles,Clothing,Gloves,Half-Finger Gloves,Black,24,4,96,24%
04-Apr-20,United Kingdom,Gold,Action Bicycle Specialists,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,9,1080,24%
04-Apr-20,United States,Silver,Riverside Company,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,5%
04-Apr-20,United Kingdom,Silver,Commerce Bicycle Specialists,Accessories,Hydration Packs,Hydration Pack,Silver,55,3,165,10%
05-Apr-20,United States,Gold,Trailblazing Sports,Accessories,Helmets,Sport-100,Blue,35,4,140,12%
05-Apr-20,United States,Gold,Global Plaza,Bikes,Mountain Bikes,Mountain-100,Silver,3400,4,13600,12%
05-Apr-20,United States,Platinum,Great Bikes,Accessories,Locks,Cable Lock,,25,6,150,15%
05-Apr-20,United States,Silver,Metropolitan Manufacturing,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,4,480,5%
05-Apr-20,France,Silver,Racing Sales and Service,Components,Pedals,HL Road Pedal,Silver/Black,81,3,243,5%
05-Apr-20,United States,Gold,Professional Sales and Service,Components,Bottom Brackets,LL Bottom Bracket,,54,2,108,12%
05-Apr-20,Germany,Silver,Rustic Bike Store,Components,Pedals,Touring Pedal,Silver/Black,81,1,81,0%
05-Apr-20,United States,Gold,"Fabrikam Inc., West",Clothing,Vests,Classic Vest,Blue,64,3,192,12%
05-Apr-20,United States,Platinum,Great Bikes,Accessories,Cleaners,Bike Wash,,8,1,8,15%
05-Apr-20,United States,Gold,Wheelsets Storehouse,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,4,480,12%
05-Apr-20,United States,Platinum,Permanent Finish Products,Components,Chains,Chain,Silver,20,4,80,15%
05-Apr-20,Germany,Gold,Educational Services,Components,Derailleurs,Rear Derailleur,Silver,121,1,121,1%
05-Apr-20,Germany,Gold,Educational Services,Accessories,Bottles and Cages,Water Bottle,,5,7,35,1%
06-Apr-20,United States,Silver,Satin Finish Company,Components,Brakes,Rear Brakes,Silver,107,4,428,5%
06-Apr-20,Canada,Silver,Petroleum Products Distributors,Clothing,Gloves,Half-Finger Gloves,Black,24,3,72,0%
06-Apr-20,Germany,Gold,Educational Services,Clothing,Caps,Cycling Cap,Multi,9,3,27,1%
06-Apr-20,Australia,Silver,Budget Toy Store,Components,Bottom Brackets,HL Bottom Bracket,,121,1,121,5%
06-Apr-20,France,Platinum,Sports Products Store,Components,Saddles,HL Road Seat/Saddle 2,,53,1,53,16%
06-Apr-20,United States,Silver,Advanced Bike Components,Accessories,Hydration Packs,Hydration Pack,Silver,55,10,550,5%
06-Apr-20,United States,Platinum,Daring Rides,Accessories,Helmets,Sport-100,Black,35,1,35,15%
07-Apr-20,United States,Platinum,Bold Bike Accessories,Bikes,Mountain Bikes,Mountain-100,Black,3375,2,6750,15%
07-Apr-20,United States,Silver,Basic Bike Company,Components,Road Frames,LL Road Frame,Red,337,1,337,5%
07-Apr-20,United States,Platinum,Rally Day Mall,Components,Wheels,HL Road Front Wheel,Black,330,1,330,15%
07-Apr-20,United States,Gold,Friendly Neighborhood Bikes,Components,Mountain Frames,ML Mountain Frame-W,Silver,364,1,364,12%
07-Apr-20,United States,Silver,Field Trip Store,Accessories,Cleaners,Bike Wash,,8,8,64,5%
07-Apr-20,United States,Platinum,Larger Cycle Shop,Components,Saddles,HL Road Seat/Saddle 2,,53,1,53,15%
07-Apr-20,France,Gold,Roadway Bicycle Supply,Components,Chains,Chain,Silver,20,6,120,10%
07-Apr-20,United States,Gold,Cycle Clearance,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,54,1,54,12%
07-Apr-20,United States,Gold,Coalition Bike Company,Bikes,Mountain Bikes,Mountain-400-W,Silver,769,1,769,12%
07-Apr-20,United Kingdom,Silver,Instruments and Parts Company,Components,Cranksets,HL Crankset,Black,405,3,1215,10%
07-Apr-20,France,Silver,The Bike Outlet,Components,Brakes,Front Brakes,Silver,107,3,321,5%
07-Apr-20,Canada,Silver,Efficient Cycling,Bikes,Touring Bikes,Touring-3000,Yellow,742,2,1484,0%
07-Apr-20,United Kingdom,Gold,Riding Cycles,Accessories,Cleaners,Bike Wash,,8,17,136,24%
08-Apr-20,United States,Gold,Reasonable Bicycle Sales,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,4,480,12%
08-Apr-20,United States,Silver,Blue-Ribbon Bike Company,Components,Touring Frames,LL Touring Frame,Yellow,333,2,666,5%
08-Apr-20,United States,Silver,Successful Sales Company,Components,Pedals,LL Road Pedal,Silver/Black,40,2,80,5%
08-Apr-20,Germany,Gold,Rodeway Bike Store,Components,Saddles,HL Mountain Seat/Saddle 2,,53,1,53,1%
08-Apr-20,United States,Silver,Glossy Bikes,Components,Brakes,Rear Brakes,Silver,107,2,214,5%
09-Apr-20,Canada,Gold,Fasteners & Bolts Outlet,Clothing,Vests,Classic Vest,Blue,64,6,384,2%
09-Apr-20,Australia,Silver,Unusual Bicycle Company,Components,Touring Frames,LL Touring Frame,Yellow,333,1,333,5%
09-Apr-20,United States,Silver,Riverside Company,Accessories,Bottles and Cages,Water Bottle,,5,4,20,5%
10-Apr-20,United States,Silver,Juvenile Sports Equipment,Clothing,Socks,Mountain Bike Socks,White,10,6,60,5%
10-Apr-20,United States,Silver,Good Bike Shop,Accessories,Pumps,Minipump,,20,3,60,5%
10-Apr-20,United States,Platinum,Pedals Warehouse,Bikes,Road Bikes,Road-650,Black,783,1,783,15%
10-Apr-20,Germany,Gold,Showcase for Cycles,Components,Road Frames,ML Road Frame-W,Yellow,595,1,595,1%
10-Apr-20,United States,Gold,Front Runner Bikes,Accessories,Helmets,Sport-100,Blue,35,14,490,12%
10-Apr-20,Australia,Gold,Helpful Sales and Repair Service,Clothing,Gloves,Half-Finger Gloves,Black,24,8,192,12%
10-Apr-20,United States,Silver,Travel Sports,Accessories,Hydration Packs,Hydration Pack,Silver,55,4,220,5%
10-Apr-20,Australia,Silver,Fast Bike Works,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,54,2,108,5%
10-Apr-20,Canada,Platinum,Quick Parts and Service,Components,Bottom Brackets,LL Bottom Bracket,,54,3,162,8%
10-Apr-20,United States,Silver,Bicycle Outfitters,Clothing,Caps,Cycling Cap,Multi,9,2,18,5%
11-Apr-20,Australia,Gold,Liquidation Sales,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,54,3,162,12%
11-Apr-20,Australia,Silver,Fast Bike Works,Components,Brakes,Front Brakes,Silver,107,1,107,5%
11-Apr-20,United States,Platinum,Grown-up Bike Store,Components,Saddles,LL Mountain Seat/Saddle 2,,27,2,54,15%
11-Apr-20,United States,Gold,Professional Sales and Service,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,6,300,12%
11-Apr-20,United States,Gold,Some Discount Store,Clothing,Shorts,Women's Mountain Shorts,Black,70,1,70,12%
11-Apr-20,Australia,Silver,Fitness Bike Accessories,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,54,1,54,5%
11-Apr-20,United States,Silver,Eastside Department Store,Accessories,Bottles and Cages,Water Bottle,,5,2,10,5%
11-Apr-20,United States,Platinum,Larger Cycle Shop,Accessories,Hydration Packs,Hydration Pack,Silver,55,7,385,15%
12-Apr-20,United States,Silver,Classic Cycle Store,Components,Wheels,ML Mountain Rear Wheel,Black,236,1,236,5%
12-Apr-20,United States,Silver,Bike Products and Accessories,Components,Saddles,LL Mountain Seat/Saddle 2,,27,1,27,5%
12-Apr-20,United States,Gold,Friendly Neighborhood Bikes,Components,Saddles,HL Mountain Seat/Saddle 2,,53,2,106,12%
12-Apr-20,France,Gold,Getaway Inn,Accessories,Helmets,Sport-100,Black,35,10,350,10%
12-Apr-20,United States,Silver,Sleek Bikes,Components,Handlebars,HL Touring Handlebars,,92,2,184,5%
13-Apr-20,Canada,Gold,Fasteners & Bolts Outlet,Components,Handlebars,HL Touring Handlebars,,92,3,276,2%
13-Apr-20,United States,Gold,Another Bicycle Company,Accessories,Hydration Packs,Hydration Pack,Silver,55,10,550,12%
13-Apr-20,Germany,Silver,Bicycle Warehouse Inc.,Components,Wheels,ML Mountain Rear Wheel,Black,236,4,944,0%
13-Apr-20,United States,Gold,Front Runner Bikes,Clothing,Vests,Classic Vest,Blue,64,5,320,12%
13-Apr-20,United States,Gold,Travel Systems,Components,Pedals,HL Road Pedal,Silver/Black,81,4,324,12%
13-Apr-20,France,Gold,Getaway Inn,Clothing,Vests,Classic Vest,Blue,64,6,384,10%
13-Apr-20,United States,Silver,Extraordinary Bike Works,Components,Pedals,HL Mountain Pedal,Silver/Black,81,5,405,5%
14-Apr-20,United States,Platinum,Chain and Chain Tool Distributions,Components,Wheels,ML Road Rear Wheel,Black,275,1,275,15%
14-Apr-20,United States,Silver,Basic Bike Company,Clothing,Shorts,Men's Sports Shorts,Black,60,2,120,5%
14-Apr-20,Canada,Silver,Metal Clearing House,Components,Handlebars,HL Touring Handlebars,,92,1,92,0%
14-Apr-20,France,Gold,Community Department Stores,Clothing,Vests,Classic Vest,Blue,64,9,576,10%
14-Apr-20,United States,Gold,Engineered Bike Systems,Components,Derailleurs,Front Derailleur,Silver,91,2,182,12%
14-Apr-20,Canada,Gold,Vigorous Exercise Company,Components,Derailleurs,Rear Derailleur,Silver,121,7,847,2%
14-Apr-20,United States,Silver,Fourth Bike Store,Components,Pedals,Touring Pedal,Silver/Black,81,2,162,5%
14-Apr-20,United States,Gold,Quitting Business Distributors,Components,Chains,Chain,Silver,20,2,40,12%
15-Apr-20,United Kingdom,Silver,Commerce Bicycle Specialists,Clothing,Shorts,Men's Sports Shorts,Black,60,3,180,10%
15-Apr-20,United States,Silver,Satin Finish Company,Components,Saddles,HL Mountain Seat/Saddle 2,,53,1,53,5%
15-Apr-20,United States,Silver,Thorough Parts and Repair Services,Accessories,Hydration Packs,Hydration Pack,Silver,55,7,385,5%
15-Apr-20,United States,Platinum,Permanent Finish Products,Components,Brakes,Front Brakes,Silver,107,8,856,15%
15-Apr-20,United Kingdom,Gold,Action Bicycle Specialists,Clothing,Caps,Cycling Cap,Multi,9,19,171,24%
15-Apr-20,United States,Silver,Glossy Bikes,Clothing,Gloves,Half-Finger Gloves,Black,24,3,72,5%
15-Apr-20,United States,Silver,Blue-Ribbon Bike Company,Clothing,Gloves,Half-Finger Gloves,Black,24,5,120,5%
15-Apr-20,Canada,Silver,Commuter Bicycle Store,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,0%
15-Apr-20,Australia,Gold,Nationwide Supply,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,8,960,12%
15-Apr-20,Canada,Gold,Family's Favorite Bike Shop,Components,Handlebars,LL Mountain Handlebars,,45,1,45,2%
16-Apr-20,France,Gold,Full Sports Supply,Components,Wheels,HL Mountain Rear Wheel,Black,327,4,1308,10%
16-Apr-20,Canada,Gold,Greater Bike Store,Components,Handlebars,ML Mountain Handlebars,,62,5,310,2%
16-Apr-20,Canada,Gold,Greater Bike Store,Components,Pedals,LL Mountain Pedal,Silver/Black,40,1,40,2%
16-Apr-20,Australia,Silver,Cycle Parts and Accessories,Clothing,Gloves,Half-Finger Gloves,Black,24,4,96,5%
16-Apr-20,United States,Silver,Travel Sports,Clothing,Shorts,Women's Mountain Shorts,Black,70,3,210,5%
16-Apr-20,United States,Gold,World of Bikes,Accessories,Bottles and Cages,Water Bottle,,5,8,40,12%
16-Apr-20,United States,Gold,Kickstands and Accessories Company,Components,Chains,Chain,Silver,20,2,40,12%
16-Apr-20,United States,Gold,Work and Play Association,Accessories,Helmets,Sport-100,Blue,35,5,175,12%
16-Apr-20,Germany,Platinum,Excellent Bikes,Accessories,Cleaners,Bike Wash,,8,8,64,2%
16-Apr-20,Australia,Silver,Seaside Bike Works,Components,Brakes,Rear Brakes,Silver,107,1,107,5%
17-Apr-20,United States,Gold,Reliable Brake Systems,Bikes,Mountain Bikes,Mountain-100,Black,3375,2,6750,12%
17-Apr-20,Canada,Silver,National Manufacturing,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,50,2,100,0%
17-Apr-20,United States,Silver,Fitness Department Stores,Components,Chains,Chain,Silver,20,1,20,5%
17-Apr-20,Germany,Gold,Functional Store South,Components,Cranksets,HL Crankset,Black,405,10,4050,1%
17-Apr-20,United States,Silver,Successful Sales Company,Accessories,Cleaners,Bike Wash,,8,3,24,5%
17-Apr-20,United States,Platinum,Highway Bike Shop,Clothing,Socks,Racing Socks,White,9,2,18,15%
17-Apr-20,Canada,Silver,Petroleum Products Distributors,Accessories,Bottles and Cages,Water Bottle,,5,6,30,0%
17-Apr-20,United States,Silver,Traditional Department Stores,Clothing,Shorts,Women's Mountain Shorts,Black,70,10,700,5%
17-Apr-20,United States,Silver,Principal Bike Company,Components,Pedals,HL Road Pedal,Silver/Black,81,2,162,5%
17-Apr-20,United Kingdom,Gold,Area Sheet Metal Supply,Clothing,Caps,Cycling Cap,Multi,9,4,36,24%
17-Apr-20,France,Silver,Spa and Exercise Outfitters,Accessories,Tires and Tubes,Patch kit,,2,6,12,5%
17-Apr-20,Germany,Gold,Functional Store South,Components,Brakes,Front Brakes,Silver,107,1,107,1%
17-Apr-20,United States,Silver,Many Bikes Store,Accessories,Hydration Packs,Hydration Pack,Silver,55,5,275,5%
17-Apr-20,United States,Silver,Advanced Bike Components,Accessories,Tires and Tubes,Patch kit,,2,8,16,5%
17-Apr-20,Australia,Gold,Twin Cycles,Bikes,Touring Bikes,Touring-3000,Yellow,742,1,742,12%
18-Apr-20,United States,Gold,Wheelsets Storehouse,Clothing,Socks,Racing Socks,White,9,6,54,12%
18-Apr-20,United States,Gold,Another Bicycle Company,Components,Touring Frames,HL Touring Frame,Yellow,1004,3,3012,12%
18-Apr-20,United States,Silver,Fun Toys and Bikes,Components,Saddles,LL Touring Seat/Saddle,,27,2,54,5%
18-Apr-20,United States,Gold,Quitting Business Distributors,Components,Brakes,Front Brakes,Silver,107,3,321,12%
18-Apr-20,Canada,Silver,Top Bike Market,Components,Touring Frames,HL Touring Frame,Yellow,1004,2,2008,0%
18-Apr-20,United States,Silver,Exchange Parts Inc.,Components,Derailleurs,Rear Derailleur,Silver,121,2,242,5%
18-Apr-20,Canada,Platinum,One Bike Company,Accessories,Bike Racks,Hitch Rack - 4-Bike,,120,4,480,8%
18-Apr-20,United States,Gold,Purchase Mart,Clothing,Gloves,Half-Finger Gloves,Black,24,1,24,12%
18-Apr-20,United Kingdom,Gold,Channel Outlet,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,54,6,324,24%
19-Apr-20,United States,Silver,Fleet Bikes,Bikes,Mountain Bikes,Mountain-200,Silver,2320,1,2320,5%
19-Apr-20,United States,Silver,Mountain Bike Center,Clothing,Gloves,Half-Finger Gloves,Black,24,3,72,5%
19-Apr-20,Australia,Platinum,Inexpensive Parts Shop,Accessories,Cleaners,Bike Wash,,8,5,40,18%
19-Apr-20,United States,Silver,Eastside Department Store,Components,Saddles,HL Road Seat/Saddle 2,,53,3,159,5%
19-Apr-20,United Kingdom,Silver,Nearby Cycle Shop,Components,Pedals,LL Mountain Pedal,Silver/Black,40,3,120,10%
19-Apr-20,Canada,Gold,Bikes and Motorbikes,Accessories,Cleaners,Bike Wash,,8,13,104,2%
19-Apr-20,United States,Platinum,Grown-up Bike Store,Bikes,Mountain Bikes,Mountain-500,Silver,565,1,565,15%
19-Apr-20,Australia,Silver,Seaside Bike Works,Components,Pedals,Touring Pedal,Silver/Black,81,1,81,5%
20-Apr-20,United States,Gold,Safe Toys,Clothing,Socks,Mountain Bike Socks,White,10,2,20,12%
20-Apr-20,United States,Gold,Eighth Bike Store,Components,Bottom Brackets,HL Bottom Bracket,,121,1,121,12%
20-Apr-20,United States,Gold,"Fabrikam Inc., West",Accessories,Hydration Packs,Hydration Pack,Silver,55,6,330,12%
20-Apr-20,Germany,Gold,Educational Services,Accessories,Hydration Packs,Hydration Pack,Silver,55,5,275,1%
20-Apr-20,United States,Silver,Racing Toys,Clothing,Socks,Racing Socks,White,9,2,18,5%
20-Apr-20,United States,Platinum,Fun Times Club,Components,Pedals,ML Road Pedal,Silver/Black,62,1,62,15%
20-Apr-20,United States,Silver,Riverside Company,Clothing,Vests,Classic Vest,Blue,64,1,64,5%
20-Apr-20,Australia,Silver,Bike Part Wholesalers,Components,Brakes,Front Brakes,Silver,107,3,321,5%
20-Apr-20,France,Gold,Ultimate Bicycle Company,Components,Chains,Chain,Silver,20,2,40,10%
21-Apr-20,United States,Silver,Mechanical Sports Center,Accessories,Bottles and Cages,Water Bottle,,5,4,20,5%
21-Apr-20,United States,Gold,Trailblazing Sports,Components,Pedals,HL Mountain Pedal,Silver/Black,81,8,648,12%
21-Apr-20,United States,Silver,Bike Products and Accessories,Bikes,Mountain Bikes,Mountain-500,Black,540,1,540,5%
21-Apr-20,Canada,Silver,Rewarding Activities Company,Accessories,Bottles and Cages,Water Bottle,,5,12,60,0%
21-Apr-20,United Kingdom,Gold,Action Bicycle Specialists,Components,Saddles,HL Touring Seat/Saddle,,53,5,265,24%
21-Apr-20,United States,Platinum,Incomparable Bicycle Store,Bikes,Touring Bikes,Touring-1000,Yellow,2384,2,4768,15%
21-Apr-20,Canada,Silver,Petroleum Products Distributors,Accessories,Helmets,Sport-100,Blue,35,3,105,0%
21-Apr-20,United States,Silver,Vintage Sport Boutique,Clothing,Jerseys,Short-Sleeve Classic Jersey,Yellow,54,2,108,5%
22-Apr-20,Canada,Platinum,One Bike Company,Components,Mountain Frames,ML Mountain Frame,Black,349,2,698,8%
